ID_Client,âge,genre,type de voyage,destination,saison de voyage,durée de voyage (en jours),nombre de personnes,prix total,mode de paiement,évaluation sur 5,date de début de voyage,date de fin de voyage,période de voyage,budget_voyage_annuel,durée moyenne de voyage annuelle (en jours)
597,39,Autre,détente,Australie,hiver,5,2,802,Carte de crédit,2,25-03-2025,12-04-2025,25-03-2025 au 12-04-2025,6801,18.0
598,53,Autre,détente,Islande,hiver,11,1,6480,Virement,2,14-11-2024,02-12-2024,14-11-2024 au 02-12-2024,4015,20.0
599,25,F,culturel,Japon,été,11,5,6480,Paypal,2,15-10-2024,04-11-2024,15-10-2024 au 04-11-2024,3430,5.0
600,37,M,détente,Brésil,été,15,4,9707,Paypal,4,05-05-2024,10-05-2024,05-05-2024 au 10-05-2024,5805,22.0
601,44,M,culturel,Pérou,printemps,9,4,4079,Virement,3,11-06-2024,03-07-2024,11-06-2024 au 03-07-2024,6779,3.0
602,37,M,culturel,Népal,été,7,5,2101,Virement,3,22-06-2024,25-06-2024,22-06-2024 au 25-06-2024,6078,24.0
603,37,Autre,culturel,Costa Rica,printemps,9,3,4096,Virement,2,08-08-2024,01-09-2024,08-08-2024 au 01-09-2024,6494,7.0
604,34,Autre,culturel,Bali,printemps,10,1,5384,Carte de crédit,2,06-05-2024,13-05-2024,06-05-2024 au 13-05-2024,3865,25.0
605,33,Autre,aventure,Brésil,printemps,5,3,810,Virement,4,29-09-2024,24-10-2024,29-09-2024 au 24-10-2024,2867,14.0
606,18,M,aventure,France,été,5,3,830,Paypal,3,17-08-2024,31-08-2024,17-08-2024 au 31-08-2024,7252,4.0
607,36,Autre,culturel,Maroc,automne,7,3,2113,Carte de crédit,2,26-10-2024,30-10-2024,26-10-2024 au 30-10-2024,4516,6.0
608,18,M,culturel,France,automne,10,2,5388,Virement,3,01-12-2024,07-12-2024,01-12-2024 au 07-12-2024,4624,18.0
609,36,M,culturel,Brésil,hiver,12,2,7857,Virement,2,24-10-2024,11-11-2024,24-10-2024 au 11-11-2024,6992,17.0
610,31,M,détente,Australie,hiver,11,4,6550,Paypal,4,01-11-2024,18-11-2024,01-11-2024 au 18-11-2024,5834,24.0
611,44,M,culturel,Népal,hiver,15,2,9723,Virement,3,21-11-2024,15-12-2024,21-11-2024 au 15-12-2024,5684,6.0
612,34,Autre,aventure,Bali,hiver,17,4,9958,Paypal,3,27-11-2024,03-12-2024,27-11-2024 au 03-12-2024,8248,2.0
613,30,M,culturel,Pérou,automne,9,5,4098,Carte de crédit,3,03-08-2024,05-08-2024,03-08-2024 au 05-08-2024,4035,26.0
614,20,Autre,culturel,Pérou,printemps,7,2,2133,Carte de crédit,3,09-09-2024,05-10-2024,09-09-2024 au 05-10-2024,6392,30.0
615,47,Autre,détente,Vietnam,été,10,4,5391,Virement,3,13-01-2025,12-02-2025,13-01-2025 au 12-02-2025,5086,2.0
616,26,F,détente,Bali,été,9,5,4104,Virement,2,23-12-2024,25-12-2024,23-12-2024 au 25-12-2024,5403,10.0
617,30,M,détente,Japon,hiver,7,3,2140,Paypal,3,02-10-2024,12-10-2024,02-10-2024 au 12-10-2024,7293,18.0
618,54,Autre,détente,France,hiver,10,1,5402,Virement,3,26-03-2025,13-04-2025,26-03-2025 au 13-04-2025,5762,20.0
619,18,Autre,aventure,Vietnam,printemps,11,5,6607,Paypal,3,13-02-2025,05-03-2025,13-02-2025 au 05-03-2025,5807,27.0
620,40,M,détente,Brésil,printemps,12,5,7858,Paypal,3,03-03-2025,30-03-2025,03-03-2025 au 30-03-2025,6609,28.0
621,45,Autre,aventure,Bali,printemps,11,3,6622,Carte de crédit,2,24-03-2025,21-04-2025,24-03-2025 au 21-04-2025,4453,4.0
622,26,Autre,aventure,Vietnam,hiver,9,2,4121,Virement,1,04-11-2024,08-11-2024,04-11-2024 au 08-11-2024,3741,12.0
623,35,Autre,culturel,France,hiver,7,1,2166,Carte de crédit,3,02-09-2024,14-09-2024,02-09-2024 au 14-09-2024,3433,25.0
624,38,Autre,culturel,Norvège,été,10,2,5404,Paypal,3,03-10-2024,28-10-2024,03-10-2024 au 28-10-2024,2050,2.0
625,39,M,culturel,Bali,été,9,2,4136,Virement,2,13-09-2024,15-09-2024,13-09-2024 au 15-09-2024,8084,8.0
626,41,Autre,détente,Islande,automne,9,5,4143,Virement,3,10-05-2024,18-05-2024,10-05-2024 au 18-05-2024,3345,9.0
627,50,M,détente,Brésil,printemps,8,2,2984,Carte de crédit,3,13-02-2025,22-02-2025,13-02-2025 au 22-02-2025,4668,21.0
628,22,Autre,aventure,Brésil,automne,11,1,6631,Carte de crédit,2,07-02-2025,28-02-2025,07-02-2025 au 28-02-2025,4585,29.0
629,59,Autre,culturel,Japon,hiver,7,3,2168,Carte de crédit,1,19-12-2024,17-01-2025,19-12-2024 au 17-01-2025,5461,5.0
630,54,M,culturel,Norvège,printemps,10,5,5404,Carte de crédit,3,14-09-2024,19-09-2024,14-09-2024 au 19-09-2024,6224,11.0
631,47,Autre,culturel,Australie,hiver,13,5,8739,Virement,2,20-12-2024,31-12-2024,20-12-2024 au 31-12-2024,6291,29.0
632,24,M,aventure,Maroc,été,7,4,2195,Virement,3,23-07-2024,21-08-2024,23-07-2024 au 21-08-2024,4125,26.0
633,34,F,culturel,Norvège,printemps,10,2,5419,Virement,3,11-02-2025,09-03-2025,11-02-2025 au 09-03-2025,4749,2.0
634,48,F,aventure,Japon,printemps,8,2,2996,Virement,3,21-11-2024,23-11-2024,21-11-2024 au 23-11-2024,5424,7.0
635,43,Autre,culturel,Brésil,hiver,13,5,8751,Carte de crédit,2,13-07-2024,20-07-2024,13-07-2024 au 20-07-2024,4627,6.0
636,35,Autre,détente,Népal,été,13,1,8753,Virement,3,22-04-2024,28-04-2024,22-04-2024 au 28-04-2024,7411,8.0
637,35,F,culturel,Pérou,été,10,1,5440,Paypal,3,14-08-2024,22-08-2024,14-08-2024 au 22-08-2024,5736,29.0
638,35,M,culturel,Bali,été,8,2,3000,Paypal,2,02-11-2024,01-12-2024,02-11-2024 au 01-12-2024,6102,18.0
639,21,M,détente,Norvège,automne,7,2,2203,Paypal,4,16-02-2025,06-03-2025,16-02-2025 au 06-03-2025,5994,14.0
640,25,F,culturel,Népal,printemps,11,5,6650,Virement,2,21-05-2024,04-06-2024,21-05-2024 au 04-06-2024,6760,19.0
641,35,Autre,détente,Islande,été,5,3,834,Virement,3,05-01-2025,24-01-2025,05-01-2025 au 24-01-2025,5272,30.0
642,36,F,culturel,Brésil,printemps,5,1,841,Paypal,3,23-09-2024,23-10-2024,23-09-2024 au 23-10-2024,3055,9.0
643,29,Autre,détente,Vietnam,printemps,12,2,7858,Carte de crédit,2,17-12-2024,26-12-2024,17-12-2024 au 26-12-2024,5600,19.0
644,31,Autre,culturel,Brésil,été,13,1,8757,Virement,1,21-01-2025,09-02-2025,21-01-2025 au 09-02-2025,4023,30.0
645,46,M,culturel,Népal,été,7,4,2212,Paypal,3,14-01-2025,13-02-2025,14-01-2025 au 13-02-2025,4207,3.0
646,34,Autre,culturel,Maroc,hiver,16,4,9923,Carte de crédit,3,20-10-2024,23-10-2024,20-10-2024 au 23-10-2024,5880,12.0
647,61,F,détente,Brésil,été,10,1,5444,Paypal,3,22-01-2025,03-02-2025,22-01-2025 au 03-02-2025,6857,29.0
648,30,Autre,culturel,Norvège,printemps,8,2,3001,Carte de crédit,1,03-03-2025,01-04-2025,03-03-2025 au 01-04-2025,5032,2.0
649,36,F,aventure,Vietnam,hiver,9,4,4144,Virement,4,17-12-2024,19-12-2024,17-12-2024 au 19-12-2024,5463,19.0
650,33,Autre,aventure,Norvège,hiver,7,3,2219,Paypal,2,25-09-2024,14-10-2024,25-09-2024 au 14-10-2024,7553,14.0
651,43,F,culturel,Maroc,été,10,4,5445,Paypal,3,14-08-2024,28-08-2024,14-08-2024 au 28-08-2024,5361,20.0
652,52,Autre,culturel,Islande,hiver,5,2,849,Virement,3,24-05-2024,13-06-2024,24-05-2024 au 13-06-2024,8903,5.0
653,29,F,culturel,Costa Rica,hiver,5,4,851,Virement,2,02-11-2024,07-11-2024,02-11-2024 au 07-11-2024,5848,8.0
654,35,F,culturel,Brésil,été,9,1,4158,Paypal,2,01-02-2025,09-02-2025,01-02-2025 au 09-02-2025,2359,22.0
655,42,F,aventure,Australie,été,8,2,3002,Carte de crédit,3,25-09-2024,17-10-2024,25-09-2024 au 17-10-2024,6130,11.0
656,18,Autre,culturel,France,été,11,4,6679,Carte de crédit,3,09-02-2025,20-02-2025,09-02-2025 au 20-02-2025,5572,11.0
657,39,Autre,détente,Costa Rica,hiver,9,4,4173,Virement,5,08-05-2024,19-05-2024,08-05-2024 au 19-05-2024,6935,10.0
658,34,F,culturel,Costa Rica,hiver,10,3,5454,Paypal,3,11-03-2025,21-03-2025,11-03-2025 au 21-03-2025,6010,18.0
659,30,Autre,culturel,Pérou,automne,13,5,8795,Carte de crédit,1,30-11-2024,18-12-2024,30-11-2024 au 18-12-2024,4792,30.0
660,26,M,culturel,Pérou,hiver,7,4,2223,Virement,2,09-12-2024,08-01-2025,09-12-2024 au 08-01-2025,3164,2.0
661,30,F,aventure,Japon,hiver,15,5,9724,Carte de crédit,2,04-03-2025,06-03-2025,04-03-2025 au 06-03-2025,4686,25.0
662,38,Autre,aventure,France,été,5,5,873,Carte de crédit,1,17-08-2024,11-09-2024,17-08-2024 au 11-09-2024,3724,19.0
663,48,Autre,aventure,Costa Rica,été,11,5,6679,Virement,3,21-07-2024,09-08-2024,21-07-2024 au 09-08-2024,4129,17.0
664,28,M,culturel,Népal,automne,15,3,9735,Carte de crédit,3,05-03-2025,22-03-2025,05-03-2025 au 22-03-2025,5883,26.0
665,25,F,détente,Pérou,été,13,4,8797,Carte de crédit,2,19-03-2025,14-04-2025,19-03-2025 au 14-04-2025,7505,5.0
666,18,Autre,détente,Maroc,printemps,9,1,4185,Carte de crédit,1,14-03-2025,19-03-2025,14-03-2025 au 19-03-2025,5592,22.0
667,21,Autre,détente,France,hiver,6,3,1368,Paypal,5,16-02-2025,10-03-2025,16-02-2025 au 10-03-2025,3206,2.0
668,26,Autre,culturel,Australie,hiver,7,1,2234,Virement,3,14-10-2024,16-10-2024,14-10-2024 au 16-10-2024,5667,9.0
669,41,Autre,culturel,Australie,printemps,15,2,9739,Virement,3,15-03-2025,24-03-2025,15-03-2025 au 24-03-2025,6795,8.0
670,43,Autre,détente,Australie,été,14,4,9460,Virement,3,25-09-2024,03-10-2024,25-09-2024 au 03-10-2024,4085,16.0
671,32,Autre,détente,France,été,9,3,4198,Virement,4,12-09-2024,28-09-2024,12-09-2024 au 28-09-2024,4799,22.0
672,30,F,aventure,Brésil,printemps,11,3,6692,Virement,3,08-12-2024,30-12-2024,08-12-2024 au 30-12-2024,5022,10.0
673,36,F,aventure,Népal,printemps,14,2,9478,Virement,2,07-05-2024,17-05-2024,07-05-2024 au 17-05-2024,3823,11.0
674,18,Autre,détente,France,hiver,9,4,4205,Virement,2,06-04-2024,17-04-2024,06-04-2024 au 17-04-2024,5972,1.0
675,34,Autre,détente,Japon,printemps,10,5,5486,Virement,1,24-05-2024,25-05-2024,24-05-2024 au 25-05-2024,4819,23.0
676,34,Autre,détente,Islande,hiver,12,5,7876,Virement,3,07-12-2024,30-12-2024,07-12-2024 au 30-12-2024,5629,15.0
677,40,F,détente,Islande,hiver,14,2,9507,Virement,1,23-10-2024,07-11-2024,23-10-2024 au 07-11-2024,3669,5.0
678,35,F,aventure,Australie,été,9,4,4207,Virement,3,29-06-2024,04-07-2024,29-06-2024 au 04-07-2024,4344,26.0
679,31,M,culturel,Bali,hiver,6,1,1375,Carte de crédit,3,01-02-2025,27-02-2025,01-02-2025 au 27-02-2025,6084,18.0
680,33,M,aventure,Népal,automne,5,5,873,Paypal,2,09-03-2025,27-03-2025,09-03-2025 au 27-03-2025,4441,1.0
681,36,Autre,culturel,Japon,printemps,5,1,884,Paypal,2,29-09-2024,30-09-2024,29-09-2024 au 30-09-2024,7590,28.0
682,38,F,aventure,Vietnam,automne,9,1,4210,Paypal,2,07-06-2024,05-07-2024,07-06-2024 au 05-07-2024,4401,6.0
683,21,M,détente,Pérou,automne,13,1,8809,Virement,2,18-07-2024,24-07-2024,18-07-2024 au 24-07-2024,5337,19.0
684,38,M,aventure,Bali,automne,8,1,3009,Virement,1,22-10-2024,10-11-2024,22-10-2024 au 10-11-2024,6399,13.0
685,42,Autre,culturel,Islande,hiver,12,4,7877,Carte de crédit,2,31-10-2024,13-11-2024,31-10-2024 au 13-11-2024,2872,4.0
686,36,Autre,culturel,Bali,automne,10,2,5524,Virement,3,19-08-2024,23-08-2024,19-08-2024 au 23-08-2024,2359,17.0
687,49,Autre,aventure,Norvège,hiver,9,4,4222,Carte de crédit,1,12-08-2024,29-08-2024,12-08-2024 au 29-08-2024,2712,19.0
688,30,Autre,culturel,France,hiver,6,4,1378,Virement,2,03-11-2024,22-11-2024,03-11-2024 au 22-11-2024,6894,17.0
689,31,F,détente,Costa Rica,été,12,4,7883,Carte de crédit,2,26-11-2024,13-12-2024,26-11-2024 au 13-12-2024,4172,11.0
690,37,M,aventure,Norvège,automne,14,3,9512,Carte de crédit,2,09-11-2024,20-11-2024,09-11-2024 au 20-11-2024,8837,29.0
691,28,Autre,culturel,Bali,hiver,12,1,7913,Virement,3,13-10-2024,11-11-2024,13-10-2024 au 11-11-2024,4154,24.0
692,32,F,culturel,Australie,hiver,10,2,5542,Carte de crédit,1,14-06-2024,08-07-2024,14-06-2024 au 08-07-2024,5277,29.0
693,18,M,détente,Costa Rica,été,13,4,8840,Virement,2,24-09-2024,23-10-2024,24-09-2024 au 23-10-2024,7313,21.0
694,26,M,culturel,Pérou,hiver,5,1,885,Carte de crédit,3,09-02-2025,02-03-2025,09-02-2025 au 02-03-2025,8009,9.0
695,47,Autre,détente,Norvège,été,6,5,1397,Virement,4,15-08-2024,24-08-2024,15-08-2024 au 24-08-2024,8092,4.0
696,18,Autre,culturel,Islande,hiver,9,5,4293,Paypal,1,23-06-2024,27-06-2024,23-06-2024 au 27-06-2024,6813,21.0
697,37,F,culturel,France,hiver,14,5,9519,Paypal,2,22-10-2024,12-11-2024,22-10-2024 au 12-11-2024,6536,16.0
698,43,Autre,culturel,Islande,automne,9,2,4298,Virement,3,16-11-2024,02-12-2024,16-11-2024 au 02-12-2024,5889,20.0
699,42,M,détente,Pérou,printemps,12,2,7929,Virement,1,16-03-2025,05-04-2025,16-03-2025 au 05-04-2025,6168,22.0
700,45,Autre,culturel,Norvège,automne,7,3,2250,Virement,3,17-12-2024,08-01-2025,17-12-2024 au 08-01-2025,4173,11.0
701,39,Autre,détente,Maroc,hiver,9,5,4313,Paypal,2,27-12-2024,07-01-2025,27-12-2024 au 07-01-2025,3773,30.0
702,32,F,culturel,Norvège,printemps,13,3,8846,Carte de crédit,1,07-11-2024,07-12-2024,07-11-2024 au 07-12-2024,4995,3.0
703,33,Autre,aventure,Népal,hiver,11,2,6737,Virement,5,13-10-2024,16-10-2024,13-10-2024 au 16-10-2024,4745,28.0
704,33,Autre,aventure,Brésil,été,8,1,3039,Virement,2,21-02-2025,21-03-2025,21-02-2025 au 21-03-2025,4320,22.0
705,37,Autre,culturel,Costa Rica,automne,7,2,2253,Virement,1,14-03-2025,05-04-2025,14-03-2025 au 05-04-2025,6045,23.0
706,54,Autre,culturel,Brésil,printemps,11,3,6741,Paypal,4,19-10-2024,11-11-2024,19-10-2024 au 11-11-2024,6433,15.0
707,46,M,détente,Islande,automne,8,4,3045,Virement,2,03-07-2024,18-07-2024,03-07-2024 au 18-07-2024,5133,3.0
708,48,M,aventure,Maroc,été,16,4,9927,Virement,3,03-10-2024,06-10-2024,03-10-2024 au 06-10-2024,7216,16.0
709,25,Autre,aventure,Bali,hiver,13,4,8849,Carte de crédit,2,30-07-2024,15-08-2024,30-07-2024 au 15-08-2024,3287,4.0
710,36,Autre,détente,Vietnam,été,8,4,3077,Virement,4,29-08-2024,02-09-2024,29-08-2024 au 02-09-2024,4710,11.0
711,18,Autre,culturel,Vietnam,hiver,10,5,5553,Virement,2,05-09-2024,16-09-2024,05-09-2024 au 16-09-2024,3925,16.0
712,35,M,aventure,Costa Rica,été,9,1,4318,Virement,2,25-07-2024,10-08-2024,25-07-2024 au 10-08-2024,2200,5.0
713,50,F,aventure,France,été,10,1,5567,Paypal,2,09-08-2024,14-08-2024,09-08-2024 au 14-08-2024,4876,25.0
714,25,M,aventure,Vietnam,automne,13,2,8876,Virement,4,12-11-2024,07-12-2024,12-11-2024 au 07-12-2024,4817,27.0
715,25,Autre,culturel,Pérou,printemps,12,2,7940,Carte de crédit,3,22-11-2024,19-12-2024,22-11-2024 au 19-12-2024,7270,22.0
716,28,F,détente,Vietnam,automne,12,1,7951,Virement,2,14-02-2025,08-03-2025,14-02-2025 au 08-03-2025,5946,2.0
717,36,Autre,culturel,Vietnam,été,12,2,7973,Paypal,2,15-08-2024,17-08-2024,15-08-2024 au 17-08-2024,3464,12.0
718,37,Autre,culturel,France,été,6,4,1410,Virement,2,06-05-2024,18-05-2024,06-05-2024 au 18-05-2024,7781,25.0
719,24,Autre,culturel,Maroc,printemps,9,4,4327,Virement,1,16-01-2025,10-02-2025,16-01-2025 au 10-02-2025,6832,20.0
720,55,Autre,culturel,Bali,été,13,3,8915,Virement,2,17-11-2024,07-12-2024,17-11-2024 au 07-12-2024,5873,27.0
721,21,Autre,culturel,Maroc,hiver,7,2,2277,Paypal,4,15-02-2025,14-03-2025,15-02-2025 au 14-03-2025,4660,23.0
722,34,Autre,culturel,France,hiver,11,4,6764,Paypal,1,15-11-2024,08-12-2024,15-11-2024 au 08-12-2024,3561,17.0
723,27,F,culturel,Bali,printemps,11,2,6788,Virement,2,03-02-2025,20-02-2025,03-02-2025 au 20-02-2025,4442,1.0
724,37,Autre,culturel,Brésil,hiver,13,5,8919,Virement,2,10-05-2024,11-05-2024,10-05-2024 au 11-05-2024,6633,17.0
725,36,Autre,culturel,Bali,été,12,2,7990,Virement,3,05-02-2025,22-02-2025,05-02-2025 au 22-02-2025,7827,26.0
726,41,Autre,aventure,Pérou,hiver,6,2,1412,Carte de crédit,3,29-09-2024,25-10-2024,29-09-2024 au 25-10-2024,7315,23.0
727,43,Autre,culturel,Australie,automne,9,1,4339,Paypal,2,31-07-2024,23-08-2024,31-07-2024 au 23-08-2024,4267,20.0
728,18,F,culturel,Népal,été,5,2,885,Virement,2,05-01-2025,25-01-2025,05-01-2025 au 25-01-2025,3321,9.0
729,31,Autre,culturel,Pérou,hiver,11,2,6806,Virement,4,07-11-2024,16-11-2024,07-11-2024 au 16-11-2024,5211,15.0
730,46,Autre,culturel,Costa Rica,automne,13,4,8924,Virement,3,09-05-2024,24-05-2024,09-05-2024 au 24-05-2024,2347,10.0
731,37,Autre,culturel,Costa Rica,printemps,8,1,3078,Carte de crédit,2,01-07-2024,11-07-2024,01-07-2024 au 11-07-2024,5485,4.0
732,36,M,aventure,Australie,printemps,15,4,9747,Virement,2,10-03-2025,14-03-2025,10-03-2025 au 14-03-2025,4779,26.0
733,18,Autre,aventure,Costa Rica,automne,11,5,6807,Paypal,2,28-06-2024,24-07-2024,28-06-2024 au 24-07-2024,4301,2.0
734,28,Autre,culturel,Bali,été,10,1,5571,Virement,4,17-01-2025,19-01-2025,17-01-2025 au 19-01-2025,2608,19.0
735,30,F,aventure,France,été,11,3,6837,Virement,1,26-04-2024,15-05-2024,26-04-2024 au 15-05-2024,5770,29.0
736,37,Autre,détente,France,hiver,7,1,2283,Virement,2,17-09-2024,16-10-2024,17-09-2024 au 16-10-2024,4201,11.0
737,37,Autre,aventure,Australie,été,10,4,5573,Virement,4,11-10-2024,22-10-2024,11-10-2024 au 22-10-2024,3245,21.0
738,42,F,culturel,Bali,automne,10,2,5578,Paypal,3,20-05-2024,10-06-2024,20-05-2024 au 10-06-2024,692,21.0
739,47,F,culturel,Brésil,été,10,5,5601,Paypal,4,05-01-2025,26-01-2025,05-01-2025 au 26-01-2025,4959,22.0
740,22,Autre,culturel,Maroc,hiver,12,3,8012,Carte de crédit,3,18-04-2024,10-05-2024,18-04-2024 au 10-05-2024,7658,4.0
741,29,F,culturel,Islande,été,7,3,2293,Carte de crédit,2,09-05-2024,13-05-2024,09-05-2024 au 13-05-2024,7492,15.0
742,19,F,culturel,Islande,été,12,4,8018,Carte de crédit,4,23-11-2024,08-12-2024,23-11-2024 au 08-12-2024,4314,7.0
743,39,Autre,détente,Pérou,printemps,7,4,2296,Paypal,2,20-11-2024,27-11-2024,20-11-2024 au 27-11-2024,4097,27.0
744,18,Autre,détente,Costa Rica,hiver,8,5,3093,Carte de crédit,3,01-07-2024,28-07-2024,01-07-2024 au 28-07-2024,5703,1.0
745,26,F,détente,Norvège,printemps,8,2,3093,Paypal,3,07-06-2024,08-06-2024,07-06-2024 au 08-06-2024,3502,21.0
746,28,Autre,culturel,Népal,automne,10,4,5627,Virement,1,06-02-2025,27-02-2025,06-02-2025 au 27-02-2025,5453,12.0
747,33,F,aventure,France,printemps,11,1,6859,Virement,3,30-07-2024,11-08-2024,30-07-2024 au 11-08-2024,6149,4.0
748,33,F,culturel,Japon,hiver,8,2,3098,Carte de crédit,2,02-12-2024,06-12-2024,02-12-2024 au 06-12-2024,6840,5.0
749,34,M,détente,Costa Rica,automne,6,2,1412,Virement,4,06-08-2024,11-08-2024,06-08-2024 au 11-08-2024,4850,27.0
750,46,M,aventure,Vietnam,hiver,14,3,9524,Virement,2,03-12-2024,30-12-2024,03-12-2024 au 30-12-2024,4694,4.0
751,38,Autre,détente,Costa Rica,printemps,8,2,3103,Paypal,2,01-11-2024,05-11-2024,01-11-2024 au 05-11-2024,3683,2.0
752,26,F,aventure,Australie,hiver,6,1,1421,Virement,3,22-08-2024,24-08-2024,22-08-2024 au 24-08-2024,3760,5.0
753,19,Autre,culturel,Norvège,été,9,2,4345,Virement,5,22-11-2024,27-11-2024,22-11-2024 au 27-11-2024,4660,14.0
754,41,Autre,aventure,France,été,7,4,2305,Virement,2,12-02-2025,26-02-2025,12-02-2025 au 26-02-2025,5551,4.0
755,37,Autre,culturel,Norvège,été,10,3,5634,Virement,2,28-06-2024,02-07-2024,28-06-2024 au 02-07-2024,6370,29.0
756,42,M,aventure,Brésil,été,5,2,887,Paypal,4,23-01-2025,21-02-2025,23-01-2025 au 21-02-2025,3795,20.0
757,33,M,culturel,Népal,printemps,9,4,4376,Virement,2,06-10-2024,26-10-2024,06-10-2024 au 26-10-2024,7239,5.0
758,19,F,culturel,Brésil,hiver,9,3,4388,Virement,2,27-09-2024,02-10-2024,27-09-2024 au 02-10-2024,4593,28.0
759,36,F,aventure,Norvège,automne,12,4,8028,Paypal,2,16-01-2025,13-02-2025,16-01-2025 au 13-02-2025,4968,24.0
760,42,M,culturel,Bali,été,5,1,888,Virement,1,21-08-2024,14-09-2024,21-08-2024 au 14-09-2024,3879,10.0
761,31,F,détente,Norvège,printemps,7,3,2318,Virement,2,16-09-2024,26-09-2024,16-09-2024 au 26-09-2024,1364,27.0
762,36,Autre,aventure,Japon,automne,9,2,4395,Carte de crédit,2,27-05-2024,23-06-2024,27-05-2024 au 23-06-2024,6326,20.0
763,41,M,culturel,Norvège,hiver,8,1,3104,Virement,1,24-01-2025,13-02-2025,24-01-2025 au 13-02-2025,6105,18.0
764,31,Autre,culturel,Népal,hiver,11,1,6867,Carte de crédit,3,14-03-2025,01-04-2025,14-03-2025 au 01-04-2025,4578,28.0
765,23,F,aventure,Bali,été,8,4,3111,Virement,3,01-08-2024,29-08-2024,01-08-2024 au 29-08-2024,5100,7.0
766,43,M,aventure,Australie,été,12,3,8030,Virement,3,01-08-2024,08-08-2024,01-08-2024 au 08-08-2024,5774,14.0
767,26,M,culturel,Brésil,printemps,16,3,9929,Carte de crédit,1,14-03-2025,28-03-2025,14-03-2025 au 28-03-2025,2656,14.0
768,21,Autre,culturel,Costa Rica,hiver,10,3,5641,Virement,4,08-07-2024,22-07-2024,08-07-2024 au 22-07-2024,4206,4.0
769,35,Autre,détente,France,automne,5,3,897,Carte de crédit,4,17-08-2024,21-08-2024,17-08-2024 au 21-08-2024,6191,11.0
770,28,F,aventure,Pérou,automne,10,2,5662,Virement,1,11-11-2024,22-11-2024,11-11-2024 au 22-11-2024,3119,22.0
771,18,M,aventure,Népal,hiver,8,3,3113,Virement,3,15-02-2025,09-03-2025,15-02-2025 au 09-03-2025,5440,27.0
772,33,Autre,aventure,Australie,été,11,1,6873,Paypal,4,22-10-2024,18-11-2024,22-10-2024 au 18-11-2024,2965,13.0
773,31,M,culturel,Costa Rica,automne,8,1,3114,Virement,1,09-02-2025,22-02-2025,09-02-2025 au 22-02-2025,5700,30.0
774,36,Autre,aventure,Islande,automne,11,2,6888,Carte de crédit,3,20-04-2024,20-05-2024,20-04-2024 au 20-05-2024,4947,19.0
775,23,Autre,culturel,Vietnam,printemps,8,5,3130,Virement,3,27-10-2024,15-11-2024,27-10-2024 au 15-11-2024,2577,16.0
776,56,Autre,culturel,Norvège,hiver,7,3,2323,Carte de crédit,1,10-08-2024,26-08-2024,10-08-2024 au 26-08-2024,6747,20.0
777,39,M,culturel,Islande,printemps,11,3,6924,Virement,1,08-10-2024,28-10-2024,08-10-2024 au 28-10-2024,3898,2.0
778,27,F,culturel,Brésil,hiver,7,5,2334,Paypal,2,17-09-2024,19-09-2024,17-09-2024 au 19-09-2024,3785,6.0
779,39,Autre,culturel,Népal,été,9,5,4400,Paypal,2,08-04-2024,14-04-2024,08-04-2024 au 14-04-2024,5301,4.0
780,47,M,culturel,Bali,été,12,4,8036,Carte de crédit,2,23-10-2024,27-10-2024,23-10-2024 au 27-10-2024,6723,26.0
781,37,Autre,culturel,Brésil,hiver,13,5,8948,Paypal,1,25-11-2024,21-12-2024,25-11-2024 au 21-12-2024,3476,30.0
782,34,Autre,détente,Brésil,été,9,5,4416,Paypal,2,02-07-2024,01-08-2024,02-07-2024 au 01-08-2024,5093,10.0
783,36,Autre,culturel,Vietnam,hiver,7,4,2338,Paypal,3,11-05-2024,21-05-2024,11-05-2024 au 21-05-2024,5643,28.0
784,48,M,culturel,Népal,été,10,5,5673,Paypal,1,28-02-2025,28-03-2025,28-02-2025 au 28-03-2025,6040,15.0
785,39,M,détente,Costa Rica,printemps,11,5,6924,Carte de crédit,2,01-08-2024,16-08-2024,01-08-2024 au 16-08-2024,5265,18.0
786,39,M,culturel,France,été,8,2,3160,Paypal,3,15-04-2024,03-05-2024,15-04-2024 au 03-05-2024,4449,15.0
787,34,M,culturel,Maroc,hiver,10,3,5690,Virement,4,11-06-2024,26-06-2024,11-06-2024 au 26-06-2024,3759,29.0
788,53,Autre,culturel,Vietnam,été,13,3,8952,Virement,1,14-04-2024,13-05-2024,14-04-2024 au 13-05-2024,5129,26.0
789,47,Autre,aventure,Pérou,hiver,8,3,3165,Virement,3,06-06-2024,02-07-2024,06-06-2024 au 02-07-2024,3392,30.0
790,18,F,culturel,Brésil,été,15,4,9796,Virement,3,13-04-2024,13-05-2024,13-04-2024 au 13-05-2024,618,4.0
791,35,Autre,culturel,Népal,automne,19,2,11254,Carte de crédit,3,10-09-2024,14-09-2024,10-09-2024 au 14-09-2024,5655,10.0
792,30,M,culturel,Maroc,printemps,7,2,2339,Virement,2,11-07-2024,21-07-2024,11-07-2024 au 21-07-2024,6356,12.0
793,38,Autre,culturel,Népal,été,7,2,2348,Virement,2,15-03-2025,27-03-2025,15-03-2025 au 27-03-2025,1456,8.0
794,43,M,détente,Bali,printemps,13,2,8975,Paypal,3,25-10-2024,02-11-2024,25-10-2024 au 02-11-2024,3485,14.0
795,39,F,aventure,Vietnam,hiver,8,3,3168,Virement,1,16-07-2024,30-07-2024,16-07-2024 au 30-07-2024,5929,30.0
